OBJECTID1,CountyName,StateAbbr,asd_code,asd_desc,county_code,BeefCows,Hogs,MilkCows,OtherCattle,CornAcresPlanted,CornGrainAcresHarvested,CornGrainYield_bupacre,CornSilageAcresHarvested,CornSilageYield_tonspacre,SoybeansAcresHarvested,SoybeansAcresPlanted,SoybeansYield_bupacre,Year,MEAN_Nrate_lbperac,CommercialN_kg_ha,ManureN_kg_ha,GrainN_kg_ha,FixatedN_kg_ha,NitrogenSurplus_kg_ha
129,Wayne,IA,80,SOUTH CENTRAL,185,15232,5886,214.6,16816.8,54000,52000,73.1,,,57200,58200,42.6,1/1/2010 0:00,25.54419308,28.63504,33.10476,121.8227,68.3793,8.2964
130,Wayne,IA,80,SOUTH CENTRAL,185,14629,7848,182.8,17816.4,59000,57700,126,,,64000,64400,45.1,1/1/2011 0:00,99.44255399,111.4751,30.48726,146.3247,75.8504,71.48806
131,Wayne,IA,80,SOUTH CENTRAL,185,14026,9810,151,18816,58500,55900,55.7,,,69800,70100,28.1,1/1/2012 0:00,105.0156941,117.7226,29.62597,85.50454,29.1233,90.96733
132,Wayne,IA,80,SOUTH CENTRAL,185,14136,14363.4,174.6,18216.6,59700,57400,125.1,,,64000,64600,33.2,1/1/2013 0:00,111.096843,124.5396,31.27584,119.1391,42.09723,78.77357
133,Wayne,IA,80,SOUTH CENTRAL,185,14246,18916.8,198.2,17617.2,57600,55600,171.9,,,76400,76800,45.8,1/1/2014 0:00,123.4490132,138.3863,29.50352,167.7199,85.21448,85.3844
134,Wayne,IA,80,SOUTH CENTRAL,185,14356,23470.2,221.8,17017.8,65000,62500,158,,,52300,53100,45,1/1/2015 0:00,46.51408515,52.14229,34.23335,151.9448,65.10483,-0.46433
135,Wayne,IA,80,SOUTH CENTRAL,185,14466,28023.6,245.4,16418.4,61000,57900,174.5,,,72800,73000,54.2,1/1/2016 0:00,48.43860799,54.29968,30.75108,187.1898,105.9815,3.84246
136,Wayne,IA,80,SOUTH CENTRAL,185,14576,32577,269,15819,,,,,,,,,1/1/2017 0:00,48.99790071,54.92665,,,,
137,Wayne,IA,80,SOUTH CENTRAL,185,14686,37130.4,292.6,15219.6,53500,52500,171.6,,,71600,72300,49,1/1/2018 0:00,45.85653551,51.40518,33.9906,175.4443,95.64903,5.60051
138,Wayne,IA,80,SOUTH CENTRAL,185,14796,41683.8,316.2,14620.2,57300,56300,151.5,810,17,57800,58900,52.5,1/1/2019 0:00,46.19169755,51.78089,37.46733,169.8315,93.95107,13.36779
139,Mills,IA,70,SOUTHWEST,129,5981,17836,85,0,89900,89300,135.8,300,16.7,93900,94700,43.1,1/1/1997 0:00,59.95038204,67.20438,6.820994,144.107,69.01266,-1.068966
140,Mills,IA,70,SOUTHWEST,129,5640.8,15471.4,68,1187.4,99000,98100,123.7,600,15.8,92700,93100,41.2,1/1/1998 0:00,57.4205076,64.36839,6.539659,133.2583,60.21921,-2.131041
141,Mills,IA,70,SOUTHWEST,129,5300.6,13106.8,51,2374.8,95000,93900,128.2,1000,14.5,94800,95000,39.9,1/1/1999 0:00,56.76277022,63.63107,6.596744,133.523,58.613,-4.682186
142,Mills,IA,70,SOUTHWEST,129,4960.4,10742.2,34,3562.2,99000,97800,135.2,,,94800,95000,40.3,1/1/2000 0:00,60.9575681,68.33344,6.445847,136.2219,58.46352,-2.979093
143,Mills,IA,70,SOUTHWEST,129,4620.2,8377.6,17,4749.6,95000,93800,132.5,,,98400,99000,44.2,1/1/2001 0:00,50.67436887,56.80597,6.430965,145.2882,71.68552,-10.36574
144,Mills,IA,70,SOUTHWEST,129,4280,6013,0,5937,103000,101500,110.3,400,12.5,92200,93000,38.5,1/1/2002 0:00,53.38843206,59.84843,6.350613,121.6816,52.03097,-3.451587
145,Mills,IA,70,SOUTHWEST,129,3424,5102.6,0,5717.4,97500,96500,131.6,,,99600,100000,29.2,1/1/2003 0:00,58.92432795,66.05417,5.506508,111.7953,30.06312,-10.1715
146,Mills,IA,70,SOUTHWEST,129,2568,4192.2,0,5497.8,100000,99000,184.8,,,94700,95000,49.6,1/1/2004 0:00,57.78730341,64.77956,4.771029,174.3239,82.66006,-22.11325
147,Mills,IA,70,SOUTHWEST,129,1712,3281.8,0,5278.2,100000,99000,163.7,,,95000,95500,49.9,1/1/2005 0:00,65.83001698,73.79545,3.954813,167.042,83.67493,-5.616807
148,Mills,IA,70,SOUTHWEST,129,856,2371.4,0,5058.6,98500,98000,159.5,,,95700,96000,50.7,1/1/2006 0:00,61.25608685,68.66808,3.166998,167.5784,86.68035,-9.062972
149,Mills,IA,70,SOUTHWEST,129,0,1461,0,4839,102000,101000,147.4,,,90800,91000,51.4,1/1/2007 0:00,78.81248421,88.34879,2.377184,162.2185,84.58882,13.09629
150,Mills,IA,70,SOUTHWEST,129,638.4,1168.8,0.6,4479.4,92500,91500,156,,,97100,98300,41.5,1/1/2008 0:00,72.77878252,81.58501,2.655712,148.0144,64.85155,1.077872
151,Mills,IA,70,SOUTHWEST,129,1276.8,876.6,1.2,4119.8,100000,99800,191.2,150,20,94500,95000,54.5,1/1/2009 0:00,68.75246221,77.07151,2.844221,186.8213,95.56675,-11.33882
152,Mills,IA,70,SOUTHWEST,129,1915.2,584.4,1.8,3760.2,99000,97000,160.2,,,92000,93200,51,1/1/2010 0:00,54.32591868,60.89935,3.134945,167.7433,85.94572,-17.76328
153,Mills,IA,70,SOUTHWEST,129,2553.6,292.2,2.4,3400.6,102500,96700,155,,,86000,90200,45.4,1/1/2011 0:00,65.16647042,73.05161,3.375453,152.74,68.79104,-7.521897
154,Mills,IA,70,SOUTHWEST,129,3192,0,3,3041,102500,101100,128.8,,,93200,93500,38,1/1/2012 0:00,61.74031498,69.21089,3.563077,128.0876,51.02111,-4.292523
155,Mills,IA,70,SOUTHWEST,129,2553.6,143.6,2.4,2711.2,101000,98900,171,300,18,93200,93600,50.1,1/1/2013 0:00,53.89157015,60.41245,3.014061,169.8198,82.90959,-23.4837
156,Mills,IA,70,SOUTHWEST,129,1915.2,287.2,1.8,2381.4,98500,97000,184.9,,,94200,95200,54.5,1/1/2014 0:00,50.72767227,56.86572,2.450746,185.0414,96.41068,-29.31425
157,Mills,IA,70,SOUTHWEST,129,1276.8,430.8,1.2,2051.6,,,,,,,,,1/1/2015 0:00,50.68613928,56.81916,,,,
158,Mills,IA,70,SOUTHWEST,129,638.4,574.4,0.6,1721.8,100000,98400,188.4,,,90400,90700,56.3,1/1/2016 0:00,53.92807817,60.45338,1.316496,188.7483,97.92715,-29.05127
159,Mills,IA,70,SOUTHWEST,129,0,718,0,1392,91500,91200,190.1,,,98400,99000,55.7,1/1/2017 0:00,54.85055897,61.48748,0.7308604,192.143,105.3149,-24.60976
160,Mills,IA,70,SOUTHWEST,129,-638.4,861.6,-0.6,1062.2,,,,,,,,,1/1/2018 0:00,49.49497707,55.48387,,,,
161,Mills,IA,70,SOUTHWEST,129,-1276.8,1005.2,-1.2,732.4,84300,83300,202.9,,,,,,1/1/2019 0:00,50.08139559,56.14124,,,,
162,Madison,IA,80,SOUTH CENTRAL,121,22359,39894,12,0,73200,70700,125.1,2200,13.1,67400,68100,42.3,1/1/1997 0:00,42.01146889,47.09486,28.29912,136.2886,62.75128,1.85666
163,Madison,IA,80,SOUTH CENTRAL,121,22072.4,38031.4,12.2,3903.2,77800,75000,145.4,2800,16.2,63100,63400,46.8,1/1/1998 0:00,41.68041243,46.72374,30.14124,150.5194,69.38618,-4.26824
164,Madison,IA,80,SOUTH CENTRAL,121,21785.8,36168.8,12.4,7806.4,63000,59600,134.5,3300,13.8,70600,71000,42.2,1/1/1999 0:00,44.60606428,50.0034,33.68075,144.0872,68.70116,8.29811
165,Madison,IA,80,SOUTH CENTRAL,121,21499.2,34306.2,12.6,11709.6,64000,60700,133.1,3200,15.5,67800,68000,40.8,1/1/2000 0:00,41.26528296,46.25838,36.14013,139.2193,62.89588,6.07509
166,Madison,IA,80,SOUTH CENTRAL,121,21212.6,32443.6,12.8,15612.8,61000,57900,144.5,2600,14.8,66600,67000,41.9,1/1/2001 0:00,40.65316058,45.57219,39.27949,146.2419,67.02059,5.63037
167,Madison,IA,80,SOUTH CENTRAL,121,20926,30581,13,19516,65000,62500,150.4,2100,20,62900,63000,47.5,1/1/2002 0:00,36.94657256,41.41711,41.28947,158.0647,77.92149,2.56337
168,Madison,IA,80,SOUTH CENTRAL,121,20650.8,31599.8,28.2,18664.8,65500,62500,134.7,2500,17.6,64600,65000,27.8,1/1/2003 0:00,39.58039727,44.36963,39.85426,109.8717,25.80342,0.15561
169,Madison,IA,80,SOUTH CENTRAL,121,20375.6,32618.6,43.4,17813.6,66500,64000,175.6,2000,16.5,61700,62000,49.5,1/1/2004 0:00,44.29487541,49.65456,39.82032,170.7929,81.60358,0.28556
170,Madison,IA,80,SOUTH CENTRAL,121,20100.4,33637.4,58.6,16962.4,68000,66000,154.9,1500,16.5,61700,62000,49.9,1/1/2005 0:00,42.22060319,47.3293,38.71415,163.0631,81.69343,4.67378
171,Madison,IA,80,SOUTH CENTRAL,121,19825.2,34656.2,73.8,16111.2,63000,61300,158.4,1600,15.9,66500,67000,49.7,1/1/2006 0:00,43.54827445,48.81762,38.06745,167.5784,87.7243,7.03097
172,Madison,IA,80,SOUTH CENTRAL,121,19550,35675,89,15260,74500,72600,162.6,1400,17.6,57800,57900,54,1/1/2007 0:00,39.15645794,43.89439,36.74243,170.0668,84.60222,-4.82776
173,Madison,IA,80,SOUTH CENTRAL,121,18634.6,35406.8,73.4,14842.4,63500,62000,165,,,70500,71500,42,1/1/2008 0:00,48.59150815,54.47108,34.77725,153.3652,68.09978,3.98291
174,Madison,IA,80,SOUTH CENTRAL,121,17719.2,35138.6,57.8,14424.8,75500,74500,167.7,800,17.5,67000,67500,49.5,1/1/2009 0:00,44.12815431,49.46766,31.64447,166.2721,79.83409,-5.32588
175,Madison,IA,80,SOUTH CENTRAL,121,16803.8,34870.4,42.2,14007.2,69500,68000,124.6,,,72500,73200,48.6,1/1/2010 0:00,27.14669139,30.43144,30.5213,152.6015,84.26156,-7.3872
176,Madison,IA,80,SOUTH CENTRAL,121,15888.4,34602.2,26.6,13589.6,75500,73600,145.1,700,19,69400,69900,46.5,1/1/2011 0:00,75.5794363,84.72455,28.78694,152.4406,73.51038,34.58127
177,Madison,IA,80,SOUTH CENTRAL,121,14973,34334,11,13172,72900,70300,101.4,,,72200,72500,36.7,1/1/2012 0:00,83.91854785,94.07269,27.61934,117.0815,49.82489,54.43542
178,Madison,IA,80,SOUTH CENTRAL,121,15130,33349,10.4,13101,71300,69200,140.9,,,70500,70800,39.1,1/1/2013 0:00,81.25908416,91.09143,28.19694,136.6187,56.25171,38.92138
179,Madison,IA,80,SOUTH CENTRAL,121,15287,32364,9.8,13030,70400,69000,171.4,,,69600,71200,46.5,1/1/2014 0:00,80.96316409,90.7597,28.23248,163.6992,76.88695,32.17993
180,Madison,IA,80,SOUTH CENTRAL,121,15444,31379,9.2,12959,70500,68100,169.6,,,71800,72200,53.9,1/1/2015 0:00,41.75013109,46.8019,27.95131,180.206,97.6088,-7.84399
181,Madison,IA,80,SOUTH CENTRAL,121,15601,30394,8.6,12888,75100,73800,185.5,,,71000,71200,57.1,1/1/2016 0:00,43.8102456,49.11129,27.20154,190.5259,102.3083,-11.90477
182,Madison,IA,80,SOUTH CENTRAL,121,15758,29409,8,12817,67900,65500,173.1,,,74100,74600,52.5,1/1/2017 0:00,44.38021747,49.75023,27.86329,180.0938,97.03235,-5.44793
183,Madison,IA,80,SOUTH CENTRAL,121,15915,28424,7.4,12746,70000,68500,167.8,,,67600,68700,50.9,1/1/2018 0:00,40.9453361,45.89972,28.5613,171.3631,87.52159,-9.38049
184,Madison,IA,80,SOUTH CENTRAL,121,16072,27439,6.8,12675,67700,67000,175.7,,,67700,68500,52.3,1/1/2019 0:00,41.3173939,46.3168,29.01899,177.8617,92.67551,-9.8504
185,Warren,IA,80,SOUTH CENTRAL,181,18725,42648,480,0,73000,71200,135.4,1500,17.1,68300,69000,44.5,1/1/1997 0:00,40.58525804,45.49607,25.77604,144.957,69.04697,-4.63792
186,Warren,IA,80,SOUTH CENTRAL,181,18219.4,41623.8,433.2,3597,78500,74000,133.4,4300,12.5,64200,64400,45.8,1/1/1998 0:00,40.81510801,45.75373,27.10172,144.4763,67.20554,-4.41531
187,Warren,IA,80,SOUTH CENTRAL,181,17713.8,40599.6,386.4,7194,67000,63000,142.6,4000,15.4,66600,67000,41.1,1/1/1999 0:00,43.09343853,48.30774,30.4886,142.2449,61.857,-1.59156
188,Warren,IA,80,SOUTH CENTRAL,181,17208.2,39575.4,339.6,10791,67000,63500,140.1,3400,14.4,66800,67000,43,1/1/2000 0:00,39.26076088,44.01131,32.07545,145.4476,66.99333,-2.36751
189,Warren,IA,80,SOUTH CENTRAL,181,16702.6,38551.2,292.8,14388,60000,56900,143.9,2700,19.2,65500,66000,44.5,1/1/2001 0:00,40.25750507,45.12866,35.79959,152.0377,74.43159,3.32214
190,Warren,IA,80,SOUTH CENTRAL,181,16197,37527,246,17985,67500,65500,151.1,1600,17.8,62900,63000,46.4,1/1/2002 0:00,34.81995658,39.03317,36.19453,154.9193,73.55761,-6.13399
191,Warren,IA,80,SOUTH CENTRAL,181,12957.6,36229.8,196.8,16843.2,67000,64500,135.8,2000,18.5,67600,68000,27.4,1/1/2003 0:00,36.3163825,40.71067,30.70091,109.4576,25.0052,-13.04082
192,Warren,IA,80,SOUTH CENTRAL,181,9718.2,34932.6,147.6,15701.4,71000,68000,167.6,2200,17.7,62600,63500,52,1/1/2004 0:00,41.92077952,46.99319,26.51198,171.909,86.23096,-12.17287
193,Warren,IA,80,SOUTH CENTRAL,181,6478.8,33635.4,98.4,14559.6,74000,71000,157.1,2200,13,64700,65000,50.2,1/1/2005 0:00,42.01414446,47.09785,21.48992,163.8932,80.85938,-14.44605
194,Warren,IA,80,SOUTH CENTRAL,181,3239.4,32338.2,49.2,13417.8,68000,67100,164.9,800,15.6,63600,64000,50.3,1/1/2006 0:00,41.60970076,46.64447,18.24497,168.048,84.09956,-19.059
195,Warren,IA,80,SOUTH CENTRAL,181,0,31041,0,12276,75000,73600,157.4,900,18.2,54400,54500,55.2,1/1/2007 0:00,34.83638374,39.05159,14.12798,168.0033,84.148,-30.67573
196,Warren,IA,80,SOUTH CENTRAL,181,2383,26836.8,40.6,12146.8,70500,68000,135,,,60500,62000,41.5,1/1/2008 0:00,44.49164102,49.87513,15.43969,137.0065,58.90078,-12.7909
197,Warren,IA,80,SOUTH CENTRAL,181,4766,22632.6,81.2,12017.6,67500,66400,160.2,900,15.5,64300,64900,52,1/1/2009 0:00,37.78220959,42.35386,17.08417,170.3846,89.52998,-21.41659
198,Warren,IA,80,SOUTH CENTRAL,181,7149,18428.4,121.8,11888.4,68000,65500,102.4,,,63100,64400,48.4,1/1/2010 0:00,27.18347545,30.47268,18.71698,140.842,79.37284,-12.2795
199,Warren,IA,80,SOUTH CENTRAL,181,9532,14224.2,162.4,11759.2,69200,67200,129.1,,,64600,65400,45.5,1/1/2011 0:00,60.05848111,67.32555,20.01719,144.7361,71.66953,14.27617
200,Warren,IA,80,SOUTH CENTRAL,181,11915,10020,203,11630,71000,68300,103.5,,,66100,66300,43.3,1/1/2012 0:00,63.98151184,71.72327,21.1981,130.6122,65.48328,27.79245
201,Warren,IA,80,SOUTH CENTRAL,181,11894,8016,178.4,10892.8,66700,63400,146.7,,,68400,69000,42.5,1/1/2013 0:00,60.25985793,67.5513,20.55898,147.1948,66.75423,7.66971
202,Warren,IA,80,SOUTH CENTRAL,181,11873,6012,153.8,10155.6,69000,66700,169.9,,,66800,68100,46.6,1/1/2014 0:00,65.43426924,73.35181,19.46907,163.2285,76.22166,5.81404
203,Warren,IA,80,SOUTH CENTRAL,181,11852,4008,129.2,9418.4,64500,63200,170.3,,,68500,69400,53.6,1/1/2015 0:00,37.5358065,42.07764,19.03335,180.5169,99.14888,-20.25703
204,Warren,IA,80,SOUTH CENTRAL,181,11831,2004,104.6,8681.2,69400,66300,184.6,,,68200,68600,54.3,1/1/2016 0:00,39.22542318,43.9717,17.59363,185.8998,96.97555,-27.35892
205,Warren,IA,80,SOUTH CENTRAL,181,11810,0,80,7944,60300,58300,183.2,,,68500,68800,49.9,1/1/2017 0:00,39.68678826,44.48889,17.87201,178.4084,91.28532,-24.76218
206,Warren,IA,80,SOUTH CENTRAL,181,11789,-2004,55.4,7206.8,60700,59700,163.6,,,70600,71300,52,1/1/2018 0:00,36.85920826,41.31917,16.56539,176.7818,98.65688,-20.24036
207,Warren,IA,80,SOUTH CENTRAL,181,11768,-4008,30.8,6469.6,,,,,,,,,1/1/2019 0:00,37.16686108,41.66405,,,,
208,Wapello,IA,90,SOUTHEAST,179,10369,34201,440,0,51000,50200,136.5,600,18.8,53500,54400,46.9,1/1/1997 0:00,40.40318816,45.29197,21.97961,153.081,80.03751,-5.77191
209,Wapello,IA,90,SOUTHEAST,179,10126,33789.2,403.4,1702,51700,49900,135.8,1500,13.1,50100,50700,47,1/1/1998 0:00,40.26992029,45.14258,23.59247,151.5354,77.04684,-5.75351
210,Wapello,IA,90,SOUTHEAST,179,9883,33377.4,366.8,3404,51000,49000,113.4,1900,10.5,57600,58000,37.3,1/1/1999 0:00,41.04979984,46.01683,23.0742,125.3521,54.89709,-1.36398
211,Wapello,IA,90,SOUTHEAST,179,9640,32965.6,330.2,5106,56000,54100,138.3,1800,13.1,54700,55000,40.3,1/1/2000 0:00,40.82818658,45.7684,23.55231,138.1367,59.15655,-9.65944
212,Wapello,IA,90,SOUTHEAST,179,9397,32553.8,293.6,6808,41000,39500,141,,,49400,50000,40.2,1/1/2001 0:00,38.84653095,43.54696,29.81895,142.545,65.3011,-3.87799
213,Wapello,IA,90,SOUTHEAST,179,9154,32142,257,8510,56000,55000,135.5,500,14,51800,52000,38.4,1/1/2002 0:00,35.6731932,39.98965,26.04392,131.8426,52.53733,-13.2717
214,Wapello,IA,90,SOUTHEAST,179,7323.2,34790.2,205.6,7947.8,55500,55000,128.2,,,52700,53000,30,1/1/2003 0:00,38.67447429,43.35408,23.69509,111.6699,31.11613,-13.5046
215,Wapello,IA,90,SOUTHEAST,179,5492.4,37438.4,154.2,7385.6,57500,57000,183.3,,,52900,53000,53.9,1/1/2004 0:00,43.00707683,48.21093,21.07774,182.0775,92.53145,-20.25738
216,Wapello,IA,90,SOUTHEAST,179,3661.6,40086.6,102.8,6823.4,59000,58500,136.1,,,51200,51500,48.9,1/1/2005 0:00,44.36131961,49.72904,18.88926,151.9847,77.31339,-6.05301
217,Wapello,IA,90,SOUTHEAST,179,1830.8,42734.8,51.4,6261.2,54500,53400,164.9,800,16.3,55000,55500,46.9,1/1/2006 0:00,40.80346251,45.74068,16.7767,162.583,78.24121,-21.82441
218,Wapello,IA,90,SOUTHEAST,179,0,45383,0,5699,69000,67800,167.1,900,19.9,41900,42000,46,1/1/2007 0:00,43.15728156,48.37931,14.44694,152.1098,56.83495,-32.4486
219,Wapello,IA,90,SOUTHEAST,179,0,43574,0,5783,60000,56500,138,,,48100,50000,42.5,1/1/2008 0:00,47.3783536,53.11113,14.24458,139.3233,59.67424,-12.29335
220,Wapello,IA,90,SOUTHEAST,179,0,41765,0,5867,63000,62800,156.6,,,48400,49000,46.5,1/1/2009 0:00,41.26536528,46.25848,13.66247,152.6112,66.89812,-25.79213
221,Wapello,IA,90,SOUTHEAST,179,0,39956,0,5951,57500,54000,100.2,,,51400,53000,45.6,1/1/2010 0:00,34.07840484,38.20189,13.51575,133.7323,71.00753,-11.00713
222,Wapello,IA,90,SOUTHEAST,179,0,38147,0,6035,62000,59800,127.3,,,53100,53900,42.6,1/1/2011 0:00,61.91730502,69.4093,12.56932,136.1742,61.30555,7.10997
223,Wapello,IA,90,SOUTHEAST,179,0,36338,0,6119,62500,59300,92.6,,,55600,55800,42.2,1/1/2012 0:00,61.5173585,68.96096,12.00403,123.2863,61.15894,18.83763
224,Wapello,IA,90,SOUTHEAST,179,0,36491.4,0,6474.4,55500,54000,150.4,,,53700,53900,41.4,1/1/2013 0:00,55.52218984,62.24038,13.29887,144.6959,61.75146,-7.40519
225,Wapello,IA,90,SOUTHEAST,179,0,36644.8,0,6829.8,60500,58500,195.2,,,52300,52700,48.7,1/1/2014 0:00,61.25537281,68.66727,13.16002,175.269,76.72443,-16.71728
226,Wapello,IA,90,SOUTHEAST,179,0,36798.2,0,7185.2,57800,56200,159.3,,,51500,52000,48.5,1/1/2015 0:00,39.15567957,43.89352,13.88464,161.3836,77.53746,-26.06798
227,Wapello,IA,90,SOUTHEAST,179,0,36951.6,0,7540.6,61600,59900,196.9,,,50400,50600,58.1,1/1/2016 0:00,41.35865521,46.36305,13.89797,193.4584,97.2437,-35.95368
228,Wapello,IA,90,SOUTHEAST,179,0,37105,0,7896,55900,53300,153,,,54200,54900,45,1/1/2017 0:00,42.0036092,47.08604,14.38783,153.8354,71.74657,-20.61496
229,Wapello,IA,90,SOUTHEAST,179,0,37258.4,0,8251.4,,,,,,,,,1/1/2018 0:00,38.41946391,43.06822,,,,
230,Wapello,IA,90,SOUTHEAST,179,0,37411.8,0,8606.8,57200,56700,176.5,,,48200,48700,55.5,1/1/2019 0:00,38.80194551,43.49698,15.71113,180.4158,92.69555,-28.51214
231,Winneshiek,IA,30,NORTHEAST,191,14303,124912,19401,0,137600,124900,141.6,12200,18.3,54000,55000,46,1/1/1997 0:00,55.73715217,62.48135,44.37495,132.9784,42.89391,16.77181
232,Winneshiek,IA,30,NORTHEAST,191,14397.8,123589.2,19295.6,9631.4,141900,131900,152.5,10000,17.7,63200,63400,44.7,1/1/1998 0:00,56.19042133,62.98946,45.54406,138.6806,44.21571,14.06863
233,Winneshiek,IA,30,NORTHEAST,191,14492.6,122266.4,19190.2,19262.8,140000,128400,160.5,11400,17.7,69900,70000,47.1,1/1/1999 0:00,56.03183616,62.81169,48.35131,148.4273,52.05133,14.78703
234,Winneshiek,IA,30,NORTHEAST,191,14587.4,120943.6,19084.8,28894.2,139000,128900,147.9,9700,16.1,73900,74000,51.1,1/1/2000 0:00,54.51644254,61.11293,51.44297,149.7675,61.76418,24.55258
235,Winneshiek,IA,30,NORTHEAST,191,14682.2,119620.8,18979.4,38525.6,130000,119500,132.1,9800,16.2,78100,79000,34.5,1/1/2001 0:00,51.97766568,58.26696,56.27241,117.8569,33.2745,29.95697
236,Winneshiek,IA,30,NORTHEAST,191,14777,118298,18874,48157,134000,121000,166.9,12600,18,70800,71000,52.1,1/1/2002 0:00,46.71697102,52.36972,61.29031,160.7566,63.44537,16.3488
237,Winneshiek,IA,30,NORTHEAST,191,14275,115071,18131.8,47147.6,136000,121000,146.7,14500,18.2,76700,77000,31.9,1/1/2003 0:00,49.616931,55.62058,57.24493,119.7646,26.74129,19.8422
238,Winneshiek,IA,30,NORTHEAST,191,13773,111844,17389.6,46138.2,137000,125000,169.9,11000,20.6,72600,73000,43.2,1/1/2004 0:00,56.84048686,63.71819,56.29441,147.9145,46.95221,19.05031
239,Winneshiek,IA,30,NORTHEAST,191,13271,108617,16647.4,45128.8,137000,125000,186.4,11000,20.5,72000,72500,55.5,1/1/2005 0:00,57.32159058,64.2575,54.65625,174.9012,69.75573,13.76828
240,Winneshiek,IA,30,NORTHEAST,191,12769,105390,15905.2,44119.4,136500,123100,171.9,13000,21.8,73600,74000,49.4,1/1/2006 0:00,56.34168352,63.15903,52.6325,159.2329,59.26656,15.82519
241,Winneshiek,IA,30,NORTHEAST,191,12267,102163,15163,43110,159000,145500,174,13000,19.9,55100,55200,50.9,1/1/2007 0:00,49.68176443,55.69326,49.98972,153.6465,45.53596,-2.42756
242,Winneshiek,IA,30,NORTHEAST,191,13060.8,106732,15129.6,45290.6,147000,133000,171,9900,20,71700,72000,45,1/1/2008 0:00,62.73767449,70.32893,50.73528,150.1272,47.60548,18.54249
243,Winneshiek,IA,30,NORTHEAST,191,13854.6,111301,15096.2,47471.2,156500,139000,171.3,,,62300,65000,44.5,1/1/2009 0:00,48.49454683,54.36239,51.98309,146.8809,41.6988,1.16338
244,Winneshiek,IA,30,NORTHEAST,191,14648.4,115870,15062.8,49651.8,153500,140500,190.5,,,67600,68000,55.1,1/1/2010 0:00,54.2914113,60.86067,53.80353,172.2948,61.2176,3.587
245,Winneshiek,IA,30,NORTHEAST,191,15442.2,120439,15029.4,51832.4,169500,147500,186.2,,,59800,60200,52.5,1/1/2011 0:00,77.31999553,86.67571,53.63827,163.3065,48.57671,25.58419
246,Winneshiek,IA,30,NORTHEAST,191,16236,125008,14996,54013,172500,154900,140.6,,,61300,61500,44.9,1/1/2012 0:00,69.60619982,78.02855,54.3758,129.4004,37.91431,40.91826
247,Winneshiek,IA,30,NORTHEAST,191,15494.8,125101.8,15354,56132.2,147500,132500,181.8,,,56300,56600,48.9,1/1/2013 0:00,59.73407046,66.96189,63.09241,157.2557,46.00268,18.80128
248,Winneshiek,IA,30,NORTHEAST,191,14753.6,125195.6,15712,58251.4,166000,149800,174,15700,18.5,70600,70900,50.1,1/1/2014 0:00,62.94343152,70.55959,55.00372,156.6616,51.5885,20.49021
249,Winneshiek,IA,30,NORTHEAST,191,14012.4,125289.4,16070,60370.6,169000,158300,185.6,,,67800,68000,55.6,1/1/2015 0:00,66.35134097,74.37985,55.62702,168,57.98956,19.99643
250,Winneshiek,IA,30,NORTHEAST,191,13271.2,125383.2,16428,62489.8,169500,156000,210.7,13000,26.5,62900,63600,58.4,1/1/2016 0:00,70.27622164,78.77965,57.21504,183.4356,59.27524,11.83433
251,Winneshiek,IA,30,NORTHEAST,191,12530,125477,16786,64609,171000,157400,199.7,,,67200,67600,54.6,1/1/2017 0:00,71.51897099,80.17277,56.53834,173.9624,55.73005,18.47876
252,Winneshiek,IA,30,NORTHEAST,191,11788.8,125570.8,17144,66728.2,165000,148900,198.1,,,65700,66200,51.7,1/1/2018 0:00,65.3565661,73.26471,59.01068,169.9245,51.83319,14.18408
253,Winneshiek,IA,30,NORTHEAST,191,11047.6,125664.6,17502,68847.4,173000,157800,200.4,,,55000,55400,55.6,1/1/2019 0:00,66.00535469,73.992,60.40496,171.9109,49.02334,11.5094
254,Palo Alto,IA,10,NORTHWEST,147,3118,198715,260,0,152500,149800,144,2200,17.6,144400,145900,44.8,1/1/1997 0:00,68.85489413,77.18633,17.79096,148.945,70.26995,16.30224
255,Palo Alto,IA,10,NORTHWEST,147,3110.4,234675,276.6,2918.4,164600,160700,136.1,3500,14.1,145000,145600,46.7,1/1/1998 0:00,68.90154043,77.23862,20.76659,148.3262,72.27962,21.95863
256,Palo Alto,IA,10,NORTHWEST,147,3102.8,270635,293.2,5836.8,155000,150000,157.6,5000,18.1,146800,147000,44.8,1/1/1999 0:00,66.27196174,74.29087,25.08203,154.3618,69.95577,14.96687
257,Palo Alto,IA,10,NORTHWEST,147,3095.2,306595,309.8,8755.2,159000,153700,154.2,4500,18.8,142800,143000,45.6,1/1/2000 0:00,70.24432817,78.74389,28.8336,153.7262,70.1003,23.95159
258,Palo Alto,IA,10,NORTHWEST,147,3087.6,342555,326.4,11673.6,151000,145900,145.3,4000,18.7,147000,148000,40.6,1/1/2001 0:00,55.80688889,62.55952,32.91211,141.3047,59.89826,14.06519
259,Palo Alto,IA,10,NORTHWEST,147,3080,378515,343,14592,154000,149500,158.5,3500,16.6,136200,138000,43.1,1/1/2002 0:00,59.87031433,67.11462,37.58115,149.8614,63.57799,18.41236
260,Palo Alto,IA,10,NORTHWEST,147,3074.2,408509.2,328.2,14875,161000,155500,165.6,4500,22.4,139400,140000,33.4,1/1/2003 0:00,67.27384641,75.41398,38.9547,132.6252,38.17799,19.92147
